strategy,dimension,value,net_winning_payout_reduction,selections,events,wins,losses,risk_units,profit_units,roi,roi_ci_95_lower,roi_ci_95_upper,bootstrap_samples,event_close_drawdown_units,source_fight_id_order_drawdown_units,mean_estimated_return_before_stress,mean_selected_win_probability,observed_win_rate,underdog_bets,median_decimal_odds
current_model,odds_band,1_to_2,0.02,190,117,125,65,190.0,17.904452399999997,0.09423395999999998,-0.0146976666928973,0.2035030046295455,10000,6.729185800000001,7.4717844,0.15767506357406888,0.688808819579996,0.6578947368421053,0,1.71429
current_model,odds_band,1_to_2,0.05,190,117,125,65,190.0,15.366560999999995,0.08087663684210523,-0.026591216897569755,0.18846537740289515,10000,6.9211495,7.579791,0.15767506357406888,0.688808819579996,0.6578947368421053,0,1.71429
current_model,odds_band,over_10,0.0,4,4,0,4,4.0,-4.0,-1.0,-1.0,-1.0,10000,4.0,4.0,1.6551891976636182,0.21487486066595876,0.0,4,12.0
current_model,odds_band,over_10,0.02,4,4,0,4,4.0,-4.0,-1.0,-1.0,-1.0,10000,4.0,4.0,1.6551891976636182,0.21487486066595876,0.0,4,12.0
current_model,odds_band,over_10,0.05,4,4,0,4,4.0,-4.0,-1.0,-1.0,-1.0,10000,4.0,4.0,1.6551891976636182,0.21487486066595876,0.0,4,12.0
current_model,odds_band,over_2_to_3,0.0,280,147,104,176,280.0,-25.589999999999996,-0.09139285714285712,-0.23491213314683937,0.05783059210526315,10000,37.1,37.10000000000001,0.28241936496637904,0.5152061053226575,0.37142857142857144,280,2.5
current_model,odds_band,over_2_to_3,0.02,280,147,104,176,280.0,-28.598200000000006,-0.10213642857142859,-0.2439127793727915,0.045291151315789445,10000,38.837999999999994,38.83799999999999,0.28241936496637904,0.5152061053226575,0.37142857142857144,280,2.5
current_model,odds_band,over_2_to_3,0.05,280,147,104,176,280.0,-33.1105,-0.11825178571428573,-0.25747081477490424,0.026448511296258338,10000,41.44500000000001,41.44500000000001,0.28241936496637904,0.5152061053226575,0.37142857142857144,280,2.5
current_model,odds_band,over_3_to_5,0.0,212,129,56,156,212.0,-5.250000000000002,-0.024764150943396235,-0.23539844180039804,0.19058642274844712,10000,29.7,29.7,0.5166590844897813,0.39984623630104227,0.2641509433962264,212,3.75
current_model,odds_band,over_3_to_5,0.02,212,129,56,156,212.0,-8.265000000000004,-0.038985849056603794,-0.24653229241647964,0.17315279988354018,10000,30.326000000000004,30.326,0.5166590844897813,0.39984623630104227,0.2641509433962264,212,3.75
current_model,odds_band,over_3_to_5,0.05,212,129,56,156,212.0,-12.787500000000016,-0.06031839622641517,-0.26321995675784393,0.14712726255712577,10000,31.265000000000004,31.265000000000004,0.5166590844897813,0.39984623630104227,0.2641509433962264,212,3.75
current_model,odds_band,over_5_to_10,0.0,62,51,6,56,62.0,-27.35,-0.44112903225806455,-0.8193592489919355,0.010505865102638982,10000,29.3,29.3,0.9851118040802664,0.31679787397479836,0.0967741935483871,62,5.85
current_model,odds_band,over_5_to_10,0.02,62,51,6,56,62.0,-27.923,-0.45037096774193547,-0.8223274067540323,-0.00616124144672554,10000,29.474000000000004,29.474000000000004,0.9851118040802664,0.31679787397479836,0.0967741935483871,62,5.85
current_model,odds_band,over_5_to_10,0.05,62,51,6,56,62.0,-28.782500000000006,-0.46423387096774205,-0.8267796433971776,-0.031161901270772393,10000,29.735,29.735,0.9851118040802664,0.31679787397479836,0.0967741935483871,62,5.85
current_model,quote_age_band,0_to_1h,0.0,85,60,31,54,85.0,-7.7044500000000005,-0.09064058823529413,-0.3654861028999719,0.19439447350942213,10000,18.37354,18.37354,0.41363248949542875,0.4954933246091212,0.36470588235294116,66,2.86
current_model,quote_age_band,0_to_1h,0.02,85,60,31,54,85.0,-8.630361,-0.10153365882352942,-0.3724041056948725,0.1799663031397016,10000,18.5660692,18.5660692,0.41363248949542875,0.4954933246091212,0.36470588235294116,66,2.86
current_model,quote_age_band,0_to_1h,0.05,85,60,31,54,85.0,-10.019227500000003,-0.11787326470588239,-0.3832591501623377,0.15845566285714274,10000,18.854863,18.854863,0.41363248949542875,0.4954933246091212,0.36470588235294116,66,2.86
current_model,quote_age_band,over_12_to_24h,0.0,155,105,68,87,155.0,1.8587099999999985,0.01199167741935483,-0.20256123283994795,0.2444738814935065,10000,18.439359999999997,18.979359999999996,0.3252787294323572,0.5299309421496161,0.43870967741935485,109,2.5
current_model,quote_age_band,over_12_to_24h,0.02,155,105,68,87,155.0,0.08153579999999927,0.000526037419354834,-0.2111556745128486,0.22968795190118557,10000,19.050572799999998,19.559772799999998,0.3252787294323572,0.5299309421496161,0.43870967741935485,109,2.5
current_model,quote_age_band,over_12_to_24h,0.05,155,105,68,87,155.0,-2.584225500000006,-0.016672422580645198,-0.22433028699800256,0.20811798106351223,10000,19.967392,20.430392,0.3252787294323572,0.5299309421496161,0.43870967741935485,109,2.5
current_model,quote_age_band,over_1_to_6h,0.0,284,143,113,171,284.0,-13.266650000000002,-0.04671355633802818,-0.19683646157166124,0.10326500313202697,10000,32.07088,32.07088,0.38068342657372944,0.513413397331779,0.397887323943662,206,2.6
current_model,quote_age_band,over_1_to_6h,0.02,284,143,113,171,284.0,-16.421317000000005,-0.05782153873239439,-0.20601496977367548,0.09010985733103043,10000,33.7094624,33.70946239999999,0.38068342657372944,0.513413397331779,0.397887323943662,206,2.6
current_model,quote_age_band,over_1_to_6h,0.05,284,143,113,171,284.0,-21.15331750000001,-0.07448351232394369,-0.2199265885268801,0.07064444643045467,10000,36.167336000000006,36.167336000000006,0.38068342657372944,0.513413397331779,0.397887323943662,206,2.6
current_model,quote_age_band,over_6_to_12h,0.0,224,129,79,145,224.0,-23.481230000000004,-0.10482691964285716,-0.28235574677348796,0.07603111178451165,10000,32.5883,33.5883,0.41327696879043707,0.4925630422690828,0.35267857142857145,177,2.8
current_model,quote_age_band,over_6_to_12h,0.02,224,129,79,145,224.0,-25.911605400000006,-0.1156768098214286,-0.29068534338110175,0.06252591537306916,10000,33.616534,34.576534,0.41327696879043707,0.4925630422690828,0.35267857142857145,177,2.8
current_model,quote_age_band,over_6_to_12h,0.05,224,129,79,145,224.0,-29.55716850000001,-0.13195164508928575,-0.30324367891746185,0.04197558066433902,10000,35.158885,36.058885000000004,0.41327696879043707,0.4925630422690828,0.35267857142857145,177,2.8
current_model,threshold_selection_status,fallback_5_percent_insufficient_history,0.0,146,41,58,88,146.0,-2.7874999999999996,-0.019092465753424655,-0.22826441394927538,0.18477902611940297,10000,13.49,15.6,0.37889491235953343,0.5164536254654811,0.3972602739726027,110,2.6
current_model,threshold_selection_status,fallback_5_percent_insufficient_history,0.02,146,41,58,88,146.0,-4.491749999999998,-0.030765410958904095,-0.237253524278813,0.1706626118847091,10000,13.6402,15.668,0.37889491235953343,0.5164536254654811,0.3972602739726027,110,2.6
current_model,threshold_selection_status,fallback_5_percent_insufficient_history,0.05,146,41,58,88,146.0,-7.048125000000002,-0.0482748287671233,-0.2511045625060183,0.1494469992300995,10000,13.8655,15.770000000000001,0.37889491235953343,0.5164536254654811,0.3972602739726027,110,2.6
current_model,threshold_selection_status,fallback_5_percent_no_profitable_earlier_threshold,0.0,429,103,161,268,429.0,-42.02862,-0.09796881118881118,-0.21900016076787057,0.025769418298545958,10000,56.593059999999994,60.1567,0.42592095717689205,0.5048018180744471,0.3752913752913753,323,2.75
current_model,threshold_selection_status,fallback_5_percent_no_profitable_earlier_threshold,0.02,429,103,161,268,429.0,-46.5480476,-0.10850360745920745,-0.22809438152173914,0.013352170368930386,10000,60.68119880000001,64.193566,0.42592095717689205,0.5048018180744471,0.3752913752913753,323,2.75
current_model,threshold_selection_status,fallback_5_percent_no_profitable_earlier_threshold,0.05,429,103,161,268,429.0,-53.32718900000001,-0.12430580186480189,-0.2417322595823799,-0.004718662253273636,10000,66.81340700000003,70.24886500000001,0.42592095717689205,0.5048018180744471,0.3752913752913753,323,2.75
current_model,threshold_selection_status,selected_on_earlier_flat_profit,0.0,173,41,72,101,173.0,2.222499999999995,0.012846820809248524,-0.19660110773480663,0.25016208362143477,10000,23.456329999999998,28.19769,0.27876503463436586,0.5111996859165754,0.4161849710982659,125,2.5
current_model,threshold_selection_status,selected_on_earlier_flat_profit,0.02,173,41,72,101,173.0,0.15804999999999758,0.0009135838150288877,-0.20572018683632734,0.23463007048701295,10000,23.953736199999998,28.873736200000003,0.27876503463436586,0.5111996859165754,0.4161849710982659,125,2.5
current_model,threshold_selection_status,selected_on_earlier_flat_profit,0.05,173,41,72,101,173.0,-2.9386250000000054,-0.01698627167630061,-0.2188785597732346,0.2113362815746753,10000,25.0878055,29.8878055,0.27876503463436586,0.5111996859165754,0.4161849710982659,125,2.5
fixed_50_50_logit_blend,year,2022,0.0,119,39,41,78,119.0,-11.543170000000002,-0.09700142857142859,-0.33725594707207207,0.13551494975490194,10000,14.70301,15.81301,0.20838912008534535,0.4396917483835296,0.3445378151260504,94,2.76
