date,event_id,fight_id,fighter_id,opponent_id,fighter,opponent,target,current_logistic_probability,division,division_group,group_model_probability,group_model_status,global_only_probability,shared_pooling_weight_probability,group_specific_pooling_weights_probability,fully_separate_groups_probability
2023-10-21,13a0fb8fbdafb54f,7024385b5107bd4b,b07aed698fba8624,d317a5e2b3f88c5f,Ikram Aliskerov,Warlley Alves,1,0.561992480777362,Middleweight,mens_welter_to_middle,0.598816409481544,separate_group_model,0.561992480777362,0.580516528131153,0.561992480777362,0.598816409481544
2023-10-21,13a0fb8fbdafb54f,f23e9729b2b73c27,767755fd74662dbf,f1b2aa7853d1ed6e,Khamzat Chimaev,Kamaru Usman,1,0.42734736863049,Middleweight,mens_welter_to_middle,0.453775371058064,separate_group_model,0.42734736863049,0.440519230205052,0.42734736863049,0.453775371058064
2023-10-21,13a0fb8fbdafb54f,0ea435ddf02deb60,275aca31f61ba28c,e1248941344b3288,Islam Makhachev,Alexander Volkanovski,1,0.550495066015722,Lightweight,mens_below_welterweight,0.480843865859871,separate_group_model,0.550495066015722,0.515745929466448,0.533160716075441,0.480843865859871
2023-11-04,7c4ec656d8fcb867,3c69bed42893da75,32c355b04fc57f3a,ec13c393d029297d,Marc Diakiese,Kaue Fernandes,1,0.504603895733992,Lightweight,mens_below_welterweight,0.411681085922023,separate_group_model,0.504603895733992,0.457775299450527,0.481148198425773,0.411681085922023
2023-11-04,7c4ec656d8fcb867,9e2bb8d5961b44d4,1235b31de15d0c6e,de594b35c45c2e9a,Montserrat Conejo Ruiz,Eduarda Moura,0,0.269964067690125,Women's Strawweight,womens_all,0.432774673427697,separate_group_model,0.269964067690125,0.346904882372168,0.346904882372168,0.432774673427697
2023-11-04,7c4ec656d8fcb867,7df5998eca143c04,cffb87059e645bd1,f0feeb2192937424,Denise Gomes,Angela Hill,0,0.688784326255464,Women's Strawweight,womens_all,0.673221167166255,separate_group_model,0.688784326255464,0.681053215655207,0.681053215655207,0.673221167166255
2023-11-04,7c4ec656d8fcb867,6532b71560ae39e0,476fe566d2df676e,71171fc96445bf65,Modestas Bukauskas,Vitor Petrino,0,0.356752889413577,Light Heavyweight,mens_light_heavy_plus,0.378262629791512,separate_group_model,0.356752889413577,0.367441794905082,0.372836293125209,0.378262629791512
2023-11-04,7c4ec656d8fcb867,ff8f92cf8fb1b76c,48a9a128784d53d1,ca36633b80be4a78,Elves Brener,Kaynan Kruschewsky,1,0.704013396904511,Catch Weight,unclassified,0.704013396904511,global_fallback_unclassified,0.704013396904511,0.704013396904511,0.704013396904511,0.704013396904511
2023-11-04,7c4ec656d8fcb867,7d474fbf31894108,36b8f265bcd1b7a4,4126a78111c0855a,Abus Magomedov,Caio Borralho,0,0.322313120887913,Middleweight,mens_welter_to_middle,0.274677182915795,separate_group_model,0.322313120887913,0.297947461969432,0.322313120887913,0.274677182915795
2023-11-04,7c4ec656d8fcb867,119bc264e2bb9877,1a9480fc288e55d7,d31a5546c0e9b213,Don'Tale Mayes,Rodrigo Nascimento,0,0.488577204296144,Heavyweight,mens_light_heavy_plus,0.510615565850131,separate_group_model,0.488577204296144,0.49959618894627,0.505106497527852,0.510615565850131
